NoCorrection	HKBea1Aug	HKBea1Feb	HKBea1May	HKBea1Nov	HKBea2Aug	HKBea2Feb	HKBea2May	HKBea2Nov	HKBea3Aug	HKBea3Feb	HKBea3May	HKBea3Nov	HKSta1Aug	HKSta1Feb	HKSta1May	HKSta1Nov	HKSta2Aug	HKSta2Feb	HKSta2May	HKSta2Nov	HKSta3Aug	HKSta3Feb	HKSta3May	HKSta3Nov	HKSW1Aug	HKSW1Feb	HKSW1May	HKSW1Nov	HKSW2Aug	HKSW2Feb	HKSW2May	HKSW2Nov	HKSW3Aug	HKSW3Feb	HKSW3May	HKSW3Nov	LTCC1Aug	LTCC1Feb	LTCC1May	LTCC1Nov	LTCC2Aug	LTCC2Feb	LTCC2May	LTCC2Nov	LTCC3Aug	LTCC3Feb	LTCC3May	LTCC3Nov	LTCMW1Aug	LTCMW1Feb	LTCMW1May	LTCMW1Nov	LTCMW2Aug	LTCMW2Feb	LTCMW2May	LTCMW2Nov	LTCMW3Aug	LTCMW3Feb	LTCMW3May	LTCMW3Nov	LTPC1Aug	LTPC1Feb	LTPC1May	LTPC1Nov	LTPC2Aug	LTPC2May	LTPC2Nov	LTPC3Aug	LTPC3Feb	LTPC3May	LTPC3Nov	SKBlu1Aug	SKBlu1Feb	SKBlu1May	SKBlu1Nov	SKBlu2Aug	SKBlu2Feb	SKBlu2May	SKBlu2Nov	SKBlu3Aug	SKBlu3Feb	SKBlu3May	SKBlu3Nov	SKLKW1Aug	SKLKW1Feb	SKLKW1May	SKLKW1Nov	SKLKW2Aug	SKLKW2Feb	SKLKW2May	SKLKW2Nov	SKLKW3Aug	SKLKW3Feb	SKLKW3May	SKLKW3Nov	SKSha1Aug	SKSha1Feb	SKSha1May	SKSha1Nov	SKSha2Aug	SKSha2Feb	SKSha2May	SKSha2Nov	SKSha3Aug	SKSha3Feb	SKSha3May	SKSha3Nov
protist_Zotu96	64	82	662	193	22	37	204	53	52	81	404	111	102	20	122	15	97	39	114	31	29	7	59	79	65	31	58	74	73	35	63	0	1	29	39	62	50	10	62	48	57	37	199	14	54	76	35	22	146	7	68	24	145	72	81	51	36	77	98	0	38	15	205	105	49	46	43	58	41	72	5	73	26	996	145	49	69	190	140	67	45	205	148	50	8	86	106	19	18	85	123	74	8	150	50	28	18	113	100	61	3	73	97	79	24	100	115
protist_Zotu103	39	170	41	31	21	306	63	21	42	189	58	35	52	132	94	11	11	82	48	36	45	145	22	3	13	112	36	31	73	94	65	0	51	85	56	12	30	48	46	51	35	55	47	3	19	60	56	167	46	62	112	32	44	78	83	32	31	175	85	0	14	3	38	28	14	23	63	28	80	27	0	30	61	150	63	30	151	47	51	45	86	22	59	11	26	18	22	11	38	15	34	7	49	12	29	47	44	52	37	83	38	39	12	42	30	31	37
protist_Zotu159	61	50	148	36	69	40	71	32	94	21	62	74	97	10	88	34	94	10	72	76	53	11	29	26	63	30	36	66	38	23	75	1	14	36	72	25	79	38	66	36	138	30	76	3	35	38	76	85	54	1	83	97	76	67	85	60	103	38	103	0	67	17	94	41	73	42	97	95	10	100	2	137	18	47	83	146	29	70	89	200	26	57	109	30	10	64	73	31	5	36	41	10	8	30	40	152	11	89	44	131	2	57	15	152	29	66	19
protist_Zotu17	7186	2	198	1	9040	0	1007	62	7804	0	770	78	2097	0	12	103	1304	4	2	3086	3731	2	3	36	2694	2	605	132	451	3	944	0	24	261	1046	25	851	139	894	1917	835	202	1043	1	750	175	578	0	1112	1	527	109	1500	724	794	54	482	0	766	0	149	1	709	178	228	406	231	254	2	156	0	535	0	21	71	519	0	768	136	576	0	269	135	185	0	225	125	52	0	244	160	3	0	234	29	388	0	518	0	487	0	768	3	541	1	1275	17
protist_Zotu247	6	0	3	149	9	0	6	31	2	0	3	68	1	0	0	8	1	0	0	7	3	3	0	28	11	0	13	21	1	0	0	0	18	1	14	53	25	8	7	15	14	1	0	6	12	0	18	46	1	0	2	13	2	0	15	7	14	0	5	0	35	18	2	5	41	10	10	30	0	2	6	32	0	12	68	57	0	2	133	50	0	1	78	35	2	8	13	14	0	3	18	78	0	0	5	22	0	0	200	13	0	0	111	5	0	1	103
protist_Zotu25	572	1137	1340	585	615	836	743	382	530	846	595	610	742	523	901	186	533	366	732	527	448	284	425	214	480	515	452	708	414	521	639	0	150	546	561	438	435	209	572	905	464	366	763	457	356	328	575	764	374	231	531	337	486	577	612	345	547	1064	866	92	289	959	451	577	250	420	626	290	713	368	118	486	405	476	518	394	897	377	439	438	771	332	468	176	173	316	355	149	411	328	297	94	283	346	228	412	330	610	841	599	220	469	897	493	372	771	2152
protist_Zotu286	1	4	4	0	1	75	1	0	0	1	4	0	0	19	1	12	0	11	2	15	0	8	3	59	0	5	0	0	0	10	0	0	0	4	6	2	0	0	0	5	0	4	2	1	0	2	0	9	0	0	0	9	0	0	0	0	0	3	1	0	0	0	0	2	0	0	10	0	2	0	0	0	15	83	7	7	6	1	13	10	16	0	6	0	3	1	32	0	25	0	49	4	28	0	0	498	0	1	1	434	6	0	16	626	0	0	0
protist_Zotu29	295	378	269	107	271	177	580	175	236	323	520	279	304	185	353	61	203	205	193	186	419	449	138	27	230	436	199	313	460	342	783	0	125	764	733	56	228	477	495	186	354	523	741	23	142	581	311	26	399	284	542	276	693	997	623	177	291	1073	483	0	234	3713	521	226	125	190	535	220	793	422	2	363	82	780	150	207	301	347	198	390	160	317	194	83	111	332	169	109	207	258	94	33	124	234	97	326	85	415	15	406	35	180	237	244	63	263	17
protist_Zotu320	3	0	0	0	0	0	0	4	3	0	0	0	1	0	0	1023	0	0	0	22	0	0	0	1	0	0	52	1	0	0	0	0	0	0	1	14	0	1	0	0	0	0	2	0	0	1	41	0	1	0	1	0	2	2	2	0	0	0	1	0	0	0	1	0	0	38	15	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	12	0	0	0	21	0	1	0	11	0	1	51
protist_Zotu41	151	117	264	227	221	63	402	215	511	114	323	323	632	78	410	193	340	141	255	149	134	68	175	191	259	142	456	345	116	141	800	0	72	444	474	176	137	144	370	223	127	230	514	167	117	222	745	279	136	5	1013	658	218	474	589	303	583	165	1079	13	182	50	847	455	110	983	679	131	139	968	40	346	27	478	189	222	78	291	192	201	70	166	151	154	33	248	114	363	37	294	131	152	25	255	220	194	34	322	121	323	13	323	81	207	68	373	44
protist_Zotu454	0	13	0	0	0	142	0	0	0	42	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	11	6	0	0	25	1	0	0	7	1	0	0	11	0	0	0	433	0	0	0	5	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	3	0	0
protist_Zotu61	129	319	12	164	101	191	301	84	147	244	236	202	373	180	392	47	160	88	218	69	108	156	152	79	65	134	198	174	102	115	273	0	76	184	292	154	81	93	184	113	89	140	336	7	21	181	212	25	109	319	331	93	117	228	338	72	156	361	372	0	74	32	263	156	94	170	173	71	124	153	6	131	142	112	199	106	310	120	137	84	195	66	135	33	49	101	65	38	83	116	42	91	75	125	55	158	141	311	24	183	78	318	89	165	167	273	4
protist_Zotu62	263	43	116	130	235	50	207	59	246	23	226	110	168	27	179	52	137	31	175	230	184	20	85	380	136	42	174	123	117	60	177	0	36	76	206	74	244	66	173	119	353	89	205	75	122	64	169	15	270	9	118	230	253	148	245	123	154	74	236	0	189	8	151	99	201	131	182	304	46	174	5	572	22	186	195	708	59	205	193	919	58	120	307	76	7	140	233	51	28	110	95	26	14	110	70	162	22	194	40	204	10	136	45	270	46	169	342
protist_Zotu654	11	0	0	0	0	1	2	2	0	1	8	3	4	0	10	0	2	0	3	0	1	5	1	0	0	0	0	2	3	0	0	0	0	1	0	1	1	0	2	1	4	0	2	0	4	3	3	6	1	0	14	50	0	0	5	23	0	0	29	122	3	0	1	59	0	0	0	2	0	11	0	0	6	0	6	1	11	2	14	2	10	0	28	0	0	1	10	0	0	0	4	0	0	0	1	0	1	17	1	12	3	10	0	15	0	0	0
protist_Zotu77	1398	0	28	0	1578	1	177	51	1793	0	119	88	297	0	7	43	276	2	3	1657	1124	3	3	31	1114	0	102	117	201	2	139	0	19	73	164	26	421	47	146	955	277	53	179	0	195	59	69	0	255	1	107	87	286	117	166	51	181	1	150	0	83	4	134	103	258	81	124	224	1	84	0	210	1	7	58	447	1	207	199	388	1	124	175	103	3	65	145	51	0	86	107	0	0	86	54	140	1	152	2	178	1	161	4	139	1	260	7
protist_Zotu78	60	67	158	187	99	6	70	105	104	25	251	141	147	7	262	70	105	18	271	132	42	3	118	227	96	25	156	86	31	55	381	0	15	135	213	118	24	32	81	59	50	22	253	34	26	60	315	4	43	1	321	40	77	170	170	54	53	96	134	0	43	6	283	115	17	146	243	35	27	390	1	79	3	96	92	51	29	75	90	67	40	54	66	20	1	77	80	15	24	79	41	26	2	118	33	82	20	57	4	88	0	45	11	130	34	100	18
protist_Zotu91	125	72	0	79	156	82	100	36	126	47	100	98	75	45	181	46	78	27	145	223	96	45	110	83	138	45	210	57	100	37	201	0	180	74	172	27	74	23	97	55	157	31	100	5	108	30	107	17	132	1	90	46	128	146	107	56	84	112	79	1	21	34	71	25	48	64	148	74	42	120	0	71	54	25	33	84	94	79	56	142	83	72	63	31	1	80	83	20	31	77	64	10	29	50	37	125	59	61	81	166	55	49	189	134	70	71	424
protist_Zotu514	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	9	0	0	0	14	0	0	0	1	0	0	0	9	0	0	1	0	0	0	306	0	0	0	12	0	0	0	0	0	0	0	0	15	0	0	0	9	0	0	11	0	0	0	0	0	0	1	2	0	0	4	1	0	0	1	23	3	0	0	26	0	0	9	1	0	0	2	0	0	0	7	0	0	0	7	0	0	0	0
protist_Zotu2	3037	14918	661	251	2030	15645	4925	197	1805	12177	4371	1085	970	18746	1965	163	1427	26714	1209	796	14084	17446	190	71	5754	20719	938	844	17001	23046	2128	0	20399	18123	5860	42	684	27138	3282	250	614	24151	5045	141	1676	25014	1686	34	2463	8446	1973	675	2347	3917	5570	21	1807	10389	3089	6	918	20245	2837	119	1326	473	832	1521	15006	1756	13	484	737	852	33	650	3265	1511	76	523	1895	2080	70	5487	247	4793	27	4586	1675	3516	233	9268	1273	3734	116	2281	381	9923	20	1923	292	1410	245	1767	340	1305	57
protist_Zotu105	300	17	27	177	194	24	103	14	119	7	119	57	22	10	6	21	93	0	5	139	150	13	2	7	224	1	51	191	87	0	13	0	121	8	17	50	81	14	25	118	115	10	27	1	106	18	26	43	106	0	13	44	43	14	13	28	102	8	19	0	35	0	13	56	29	6	31	26	7	24	1	78	11	273	18	77	2	39	61	43	3	42	17	43	2	89	39	72	15	119	29	200	15	70	26	50	1	56	31	177	7	65	24	30	8	46	132
protist_Zotu152	77	0	1	27	53	0	12	2	37	0	6	44	101	1	2	14	63	1	2	59	36	13	2	91	147	0	25	17	61	0	3	0	168	4	20	80	130	6	7	51	185	2	18	12	95	6	27	1	71	0	6	12	27	4	14	8	147	2	8	0	107	0	37	10	180	38	2	90	0	4	0	77	0	20	12	45	1	14	34	35	0	15	33	22	2	10	12	28	0	8	3	406	0	10	5	119	1	7	2	29	0	6	6	48	0	7	0
protist_Zotu169	5	44	81	45	1	13	2	521	2	31	10	51	2	8	6	48	15	7	2	29	7	2	2	91	12	13	12	61	3	7	3	0	0	6	1	103	9	3	1	23	6	6	0	9	1	4	4	0	3	0	4	1	3	2	4	7	2	14	2	0	4	0	1	12	35	6	4	19	2	16	0	2	11	109	80	10	15	31	225	12	8	57	202	1	1	22	53	1	3	69	18	14	4	52	29	7	4	28	0	5	2	22	0	5	5	13	5
protist_Zotu181	0	324	0	0	0	403	0	1	1	463	1	0	0	389	34	0	0	96	51	0	4	304	32	0	0	100	2	0	0	127	13	0	11	35	1	0	0	0	1	0	0	1	0	0	0	2	1	0	0	0	12	0	0	9	0	0	0	211	1	0	0	3	0	0	0	0	8	0	31	6	0	0	81	0	0	0	50	0	0	0	76	0	0	0	23	0	0	0	35	0	0	0	28	0	0	0	27	0	1	0	14	0	1	0	50	0	0
protist_Zotu300	223	1	276	0	164	0	30	2	85	0	121	2	2	0	7	0	33	0	4	60	94	3	7	2	134	1	18	3	52	0	7	0	70	5	9	0	23	4	10	90	18	3	25	0	9	11	5	0	34	0	6	0	22	14	1	2	1	1	8	0	26	0	9	0	66	1	0	12	0	5	3	2	0	2	9	16	0	6	9	1	0	14	5	5	0	6	0	0	0	6	0	0	0	35	0	2	0	4	0	0	0	13	0	20	0	5	1
protist_Zotu309	27	0	0	17	11	0	5	4	7	0	10	96	0	0	0	11	0	0	0	127	8	9	0	24	14	0	6	128	16	0	1	0	55	1	7	68	6	1	1	41	0	1	12	4	1	5	2	0	3	0	0	3	1	2	7	2	2	0	3	0	2	0	4	13	3	1	28	1	0	0	0	32	0	2	6	26	0	1	5	10	0	1	1	0	0	5	0	0	0	2	0	2	0	9	0	122	0	0	29	73	0	1	6	306	0	0	27
protist_Zotu35	255	19	45	1168	169	18	60	1866	116	14	97	1067	30	23	27	89	113	17	15	407	130	49	18	875	557	8	120	425	217	14	35	0	761	31	68	687	52	27	23	539	127	20	34	572	47	12	59	3	53	1	93	33	39	63	52	21	51	12	19	0	81	2	32	272	169	58	81	76	4	33	0	110	25	257	87	81	69	86	60	58	59	62	84	159	2	85	13	100	19	116	23	189	6	83	11	88	21	26	151	61	30	23	153	107	53	23	108
protist_Zotu36	0	2045	0	0	0	2621	0	15	0	3060	0	0	0	2166	41	0	2	482	22	0	7	1233	21	0	2	552	0	0	5	708	5	0	76	113	1	0	1	6	1	1	1	3	0	0	0	7	0	10	0	0	6	1	1	4	1	0	2	1148	0	0	0	1	0	0	0	0	15	0	46	11	0	0	302	0	1	0	255	1	0	0	429	0	0	0	42	2	0	1	47	0	0	0	74	0	0	0	93	10	0	0	91	0	0	0	39	0	0
protist_Zotu70	2	0	0	409	1	0	4	236	4	0	6	253	1	0	0	14	1	0	0	82	0	1	0	823	0	0	6	131	0	0	4	0	1	3	4	233	1	2	6	57	3	1	3	72	9	1	7	0	0	0	2	5	0	3	8	12	2	0	4	0	4	1	1	44	1	6	41	12	0	2	0	19	0	61	62	22	0	0	79	18	0	0	153	16	0	4	21	2	0	0	25	97	0	0	39	27	0	3	207	24	0	1	105	194	0	0	173
protist_Zotu98	6	1	0	39	18	0	1	1	22	8	13	3	5	1	0	23	7	0	0	24	14	2	1	0	16	1	16	1	11	0	5	0	17	1	13	13	53	1	19	1	85	3	89	0	92	8	92	0	1	0	11	18	9	4	10	188	55	2	22	0	146	0	25	12	97	217	9	161	0	5	0	85	0	20	1298	48	0	9	954	82	0	1	1369	218	0	1	530	135	0	1	367	482	0	12	276	44	1	0	0	11	0	0	0	160	0	4	0
protist_Zotu149	0	0	7	533	0	0	0	93	0	0	0	285	0	0	0	1	0	0	0	128	0	0	0	128	0	0	0	152	0	0	0	0	0	0	0	238	0	0	0	167	0	0	0	22	0	0	0	145	0	0	0	4	0	0	0	14	0	0	0	0	0	0	0	149	0	0	37	0	0	0	0	0	0	11	18	1	0	0	35	0	0	0	28	0	3	0	4	0	0	0	3	9	0	0	9	2	0	1	11	3	0	0	0	0	0	0	1
protist_Zotu121	71	0	0	0	18	0	5	42	5	0	7	43	17	0	0	17	34	0	1	60	12	8	0	2	22	0	2	67	23	0	2	0	45	0	5	43	25	2	0	5	25	2	4	0	25	3	1	9	14	0	0	25	12	1	3	32	62	0	6	0	11	2	3	39	31	0	26	12	0	2	0	74	1	0	176	139	0	1	249	67	1	12	190	7	9	6	136	11	0	5	82	0	1	5	106	453	0	22	409	179	0	9	735	348	1	0	53
protist_Zotu135	2	0	0	448	2	0	2	9	4	0	0	231	0	0	0	984	0	0	0	36	3	0	0	221	1	0	16	63	0	0	1	0	0	0	9	151	0	0	0	140	0	0	1	220	0	0	5	11	0	0	0	38	0	0	2	12	0	0	1	0	1	0	0	16	0	12	24	0	0	1	1	3	0	28	13	7	0	0	4	6	0	0	28	1	0	3	2	5	0	0	7	31	0	0	4	8	0	0	0	12	0	0	0	7	0	1	17
protist_Zotu162	5	0	0	378	1	0	0	26	0	0	0	69	0	0	0	2	7	0	0	92	0	0	0	185	3	0	0	56	0	0	0	0	0	0	0	38	2	0	0	243	3	1	0	29	0	0	1	132	0	0	0	31	0	0	0	11	5	0	0	2	0	0	0	126	5	0	91	6	0	0	0	6	0	11	128	3	0	0	219	6	0	0	302	1	2	0	68	4	0	1	41	28	0	0	57	2	0	1	24	5	0	1	104	0	0	0	62
protist_Zotu219	4	0	0	8	4	0	0	3	3	0	0	84	0	0	0	5	0	0	0	175	1	0	0	314	1	0	6	50	0	0	0	0	0	0	2	58	0	0	0	15	0	1	0	29	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	2	4	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	15	0	0	1	1	0	0	1	5	1	0	0	0	6	0	0	0	6	0	0	0	5	0	0	0
protist_Zotu262	2	0	0	4	2	0	0	6	1	0	0	36	0	0	0	0	0	0	0	2	2	0	0	104	3	0	0	2	0	0	1	0	1	0	0	0	6	1	0	69	27	0	0	4	3	0	0	23	0	0	2	7	0	3	0	29	6	0	0	0	7	0	0	8	7	0	26	19	0	0	0	23	0	1	351	8	0	0	420	22	0	0	508	1	1	0	100	1	0	0	101	2	0	0	51	0	0	0	10	0	0	0	11	0	0	0	0
protist_Zotu267	0	10	0	151	0	10	0	1054	0	1	0	116	1	10	0	2	1	0	0	2	0	0	0	59	2	0	4	12	0	0	6	0	0	1	3	31	0	1	0	15	0	0	0	11	0	0	0	10	0	0	5	0	0	5	4	4	1	0	0	0	0	0	0	24	2	5	22	0	0	6	0	0	0	16	14	0	2	0	28	0	0	0	15	0	0	0	2	0	0	1	0	11	0	0	4	1	0	0	2	0	0	0	8	0	0	1	2
protist_Zotu285	3	1	43	19	1	3	8	215	0	0	67	90	0	0	41	1	5	1	22	6	0	0	34	21	4	0	8	41	0	0	14	0	0	0	44	22	0	0	7	18	0	1	1	343	0	0	1	0	1	0	0	0	1	6	1	0	0	0	2	0	1	0	1	35	0	0	2	0	0	8	0	4	0	9	100	0	0	13	43	0	0	52	85	0	0	46	1	1	0	101	17	1	0	26	5	0	0	1	0	0	0	6	0	0	2	1	0
protist_Zotu337	13	3	544	0	0	0	199	1	0	0	231	75	0	0	45	0	2	0	22	1	0	0	66	6	2	1	28	25	0	0	0	0	0	0	0	4	2	0	0	2	0	0	5	0	0	0	0	1	12	0	0	0	0	12	1	0	0	0	3	0	3	0	3	2	1	0	0	0	0	1	1	1	0	0	50	0	1	0	11	0	0	2	18	0	0	4	4	0	0	3	0	0	0	45	0	2	0	0	0	4	0	9	0	3	5	0	0
protist_Zotu37	79	15	1971	295	17	0	481	567	41	3	1409	282	59	0	355	73	97	5	247	70	3	5	234	1028	132	2	937	219	33	2	283	0	72	5	265	217	10	4	45	40	2	13	167	138	5	12	82	1	313	1	68	41	84	144	110	3	15	9	83	0	38	0	171	29	40	264	57	29	2	82	3	216	0	875	24	248	6	777	49	73	2	872	18	141	0	203	6	157	3	320	19	49	0	310	9	242	4	21	1	120	1	78	0	263	25	19	2
protist_Zotu38	18	0	2	369	2	0	2	120	2	0	1	476	8	0	0	1820	10	0	0	251	6	2	0	1162	30	0	14	144	11	0	1	0	43	0	3	240	5	0	0	317	0	0	0	116	24	0	4	12	1	0	2	12	1	3	7	4	4	0	1	213	10	0	0	258	23	5	105	6	0	5	706	0	0	28	40	2	0	1	53	2	0	0	32	0	1	8	6	2	0	3	0	32	0	1	7	58	0	3	0	28	0	6	0	21	0	2	49
protist_Zotu399	0	0	0	133	0	0	0	2	0	0	0	63	0	0	1	305	0	0	3	0	0	0	0	12	0	0	3	16	0	0	0	0	0	0	0	32	0	0	0	3	0	0	0	2	0	0	1	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	11	2	3	0	0	68	0	0	0	22	0	0	2	2	0	0	0	6	11	0	0	0	16	0	0	0	4	0	0	0	0	0	0	6
protist_Zotu417	0	0	0	38	0	0	0	0	0	0	0	23	0	0	0	4	0	0	0	7	0	0	0	101	0	0	0	5	0	0	0	0	0	0	0	7	0	0	0	7	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	2	0	1	0
protist_Zotu441	6	0	0	22	5	0	11	2	10	0	0	65	0	0	0	2	0	0	0	163	3	0	0	26	22	0	3	182	0	0	0	0	0	0	4	60	0	1	5	22	0	1	1	2	1	0	2	0	0	0	0	0	1	0	2	2	0	0	2	0	1	0	0	3	2	2	4	2	0	0	0	3	0	3	40	1	0	0	13	3	0	0	32	2	0	2	3	0	0	1	22	0	0	0	3	10	0	0	4	12	0	1	1	8	0	0	0
protist_Zotu455	38	0	0	0	18	0	2	0	16	0	3	5	17	0	0	0	28	0	0	12	23	5	0	0	54	0	1	6	17	0	0	0	99	1	1	0	2	0	0	9	7	0	2	0	3	2	1	49	4	0	0	9	1	3	1	7	1	0	1	50	24	0	1	45	80	0	13	39	0	3	0	2	0	0	2	8	0	1	6	2	0	4	18	5	2	1	10	7	0	3	6	0	0	1	0	16	0	1	1	19	0	1	0	11	0	1	0
protist_Zotu457	0	13	0	1	0	6	0	0	0	7	0	1	0	2	2	0	0	2	0	0	0	17	1	0	0	6	0	0	0	1	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	16	0	0	0	2	0	3	0	5	0	7	0	1	0	0	0	0	0	0	0	4	5	0	0	1	15	0	15	0	41	0	28	2	31	0	65	0	70	0	47	1	25	0	27	0	30	12	31	2	7	0	0	0	9	0	0	0	4	0	0
protist_Zotu489	2	29	2	0	2	7	0	3	0	10	0	106	0	58	15	5	0	7	10	0	0	0	18	13	0	3	5	30	0	2	0	0	0	12	1	60	0	0	0	35	0	1	1	2	0	1	1	3	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	3	0	4	0	1	3	1	0	0	11	0	16	0	32	0	3	0	23	0	7	0	9	0	0	0	11	0	0	0	5	0	0	2	2	1	0	3	0	0	0	0	1	0	0
protist_Zotu58	1	0	0	818	1	0	3	64	0	0	0	615	1	0	0	93	4	0	0	419	3	0	0	1326	7	0	9	117	0	0	0	0	0	0	1	245	0	1	2	92	0	0	0	119	0	0	4	51	0	0	0	9	0	2	2	5	0	0	0	0	0	0	2	110	0	1	22	0	0	1	5	1	0	49	76	2	0	0	39	2	0	0	38	0	2	6	26	1	0	0	10	57	0	1	4	51	0	2	3	21	0	2	12	18	0	2	0
protist_Zotu63	6	0	4	315	2	0	15	41	7	0	1	577	4	0	0	20	1	0	0	145	3	0	0	886	9	0	38	399	0	0	2	2402	2	1	18	246	0	0	5	65	3	2	0	476	0	1	5	42	1	0	3	0	0	6	15	1	0	0	10	0	0	0	1	28	0	19	38	3	0	4	3	0	0	40	16	0	0	0	0	2	0	1	0	0	2	22	13	0	0	6	2	14	0	0	11	20	0	1	6	15	0	4	0	11	0	0	2
protist_Zotu652	1	0	0	0	0	0	0	1	0	0	14	2	0	0	2	50	0	0	0	0	0	0	0	52	0	1	4	12	0	0	0	0	0	0	1	28	0	0	0	2	0	0	0	5	0	0	4	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	2	1	2	2	2	2	0	2	0	0	0	1	2	0	0	3	12	0	0	0	9	0	0	2	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1
protist_Zotu88	16	0	0	58	4	0	2	5	10	0	11	99	0	0	0	11	2	0	0	155	3	2	0	914	31	0	0	7	0	0	0	0	10	0	3	36	7	1	0	21	2	0	4	106	9	1	1	0	0	0	0	33	0	0	4	3	17	0	0	0	38	0	3	6	51	1	16	48	0	2	0	56	0	6	10	92	0	0	40	28	0	1	52	229	0	2	1	291	0	2	6	13	0	16	9	49	0	0	0	34	0	0	0	135	0	0	0
protist_Zotu225	0	0	224	1	0	0	2	0	0	0	6	1	1	0	21	0	1	0	7	15	1	0	7	201	0	0	17	18	1	0	37	0	0	0	29	89	0	0	0	9	2	2	0	19	2	1	4	0	1	0	0	0	2	1	2	1	1	0	12	0	2	0	0	1	1	3	3	0	0	1	1	14	0	154	10	3	0	25	10	5	0	16	26	22	0	4	26	20	0	3	12	49	0	2	6	1	0	17	0	1	0	9	0	20	1	11	0
protist_Zotu114	17	2	117	142	6	0	167	14	12	0	177	60	12	0	36	128	27	0	32	170	4	0	33	303	17	1	77	94	2	0	42	42	0	3	52	101	0	2	3	35	0	2	10	107	1	3	12	13	23	1	13	7	9	22	19	6	2	0	13	0	6	0	22	34	7	5	61	13	0	8	0	5	0	85	5	3	2	83	7	0	0	42	2	53	0	113	1	55	0	61	8	88	0	55	11	11	3	12	0	16	0	55	0	15	2	11	11
protist_Zotu211	3	0	0	25	3	0	1	0	4	0	0	0	4	0	0	0	23	0	0	1	13	2	0	0	40	0	0	0	9	0	0	0	54	0	1	0	24	0	0	0	57	0	0	0	18	0	0	0	6	0	0	4	16	1	0	50	63	0	0	0	50	0	0	0	83	0	0	34	0	0	0	1	0	20	207	8	0	0	324	11	0	1	244	13	0	3	244	15	0	4	123	941	0	3	106	0	0	2	2	0	0	1	9	0	0	1	11
protist_Zotu268	2	115	0	17	2	71	2	0	0	109	12	5	3	51	8	0	2	19	3	0	12	10	8	3	14	26	2	3	18	16	4	0	13	33	1	0	2	2	3	0	1	21	3	0	1	28	1	3	2	1	0	0	1	12	0	4	2	27	0	0	0	184	0	0	0	0	2	3	48	0	0	0	49	0	19	0	109	0	17	4	112	1	33	3	15	0	15	1	13	0	9	0	15	3	15	0	20	12	3	4	10	24	12	2	10	31	3
protist_Zotu295	10	38	28	2	4	59	9	1	9	19	56	2	13	12	21	0	16	6	15	3	4	0	13	47	16	7	12	0	18	14	4	0	8	19	7	0	8	2	11	0	13	9	31	7	2	9	35	0	9	0	50	1	9	10	17	0	2	6	2	0	5	0	10	4	2	17	7	2	0	6	0	3	2	34	14	2	2	58	1	2	3	59	9	4	0	12	13	10	1	6	1	2	0	11	5	11	1	53	28	7	0	94	20	44	4	20	71
protist_Zotu304	0	1	0	11	0	0	0	1	1	0	0	1	1	0	6	2	4	0	3	21	2	0	12	85	3	0	0	0	2	0	6	0	14	0	4	2	4	0	0	1	11	0	0	10	19	0	0	0	3	0	0	5	0	2	0	2	5	1	0	0	31	0	0	12	38	1	4	58	0	0	0	6	0	7	27	3	0	0	2	0	0	3	8	131	0	2	4	263	0	0	11	558	0	0	16	14	1	0	0	3	0	0	0	1	0	1	0
protist_Zotu363	0	81	1	4	0	12	0	0	0	84	1	1	1	14	15	0	1	11	8	2	3	24	11	1	0	14	1	0	1	12	0	0	2	13	1	1	0	8	1	1	0	2	0	0	0	4	0	4	2	0	1	1	0	8	2	1	0	23	1	0	0	0	0	0	0	1	0	0	4	0	0	1	29	7	27	0	95	25	3	0	61	2	15	0	30	0	8	0	7	0	4	1	4	0	4	0	18	5	4	0	8	5	9	0	8	0	0
protist_Zotu387	1	0	0	0	0	0	54	1	0	0	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	14	0	3	0	3	0	38	0	1	0	5	0	0	0	4	0	0	10	1	0	0	5	14	0	1	0	3	1	0	0	3	0	2	7	0	0	0	2	0	0	78	0	3	0	75	3	2	0	127	1	1	0	93	0	3	0	38	0	0	0	42	0	0	0	25	2	1	3	86	0	0	0	86
